2021 범죄 시간대 분석
00:00~02:59,03:00~05:59,06:00~08:59,09:00~11:59,12:00~14:59,15:00~17:59,18:00~20:59,21:00~23:59,미상
"57,763","50,928","68,799","147,157","164,739","171,860","171,036","194,712","402,832"
